Designator,Mid X,Mid Y,Rotation,Layer
_281,446.73165,-190.93565,0.0,top
_280,229.362,-273.177,0.0,top
_279,111.306325,-268.859,0.0,top
_278,335.860675,-212.471,180.0,top
_277,272.905,-240.284,180.0,top
_276,374.57735,-318.516,180.0,top
_275,194.926675,-78.93935,0.0,top
_274,426.66565,-153.85165,0.0,top
_273,335.007975,-177.47365,0.0,top
_272,321.654675,-325.755,180.0,top
_271,83.366325,-246.126,0.0,top
_270,320.529975,-190.7363,0.0,top
_269,83.25765,-157.988,0.0,top
_268,84.092025,-334.71735,180.0,top
_267,220.435675,-341.55765,180.0,top
_266,132.02565,-180.467,0.0,top
_265,147.392675,-434.03135,180.0,top
_264,258.172675,-99.3317,0.0,top
_263,351.318325,-62.23,0.0,top
_262,344.986325,-85.598,0.0,top
_261,93.236,-85.28935,0.0,top
_260,158.133025,-341.6477,180.0,top
_259,209.695325,-423.7813,180.0,top
_258,321.582325,-432.87065,180.0,top
_257,254.762,-224.917,0.0,top
_256,68.725,-91.313,0.0,top
_255,168.093675,-410.02835,180.0,top
_254,111.32465,-176.657,0.0,top
_253,184.168,-245.745,0.0,top
_252,38.88,-84.963,0.0,top
_251,272.886675,-322.453,180.0,top
_250,232.918,-224.917,0.0,top
_249,353.930975,-176.96565,0.0,top
_248,69.90435,-317.82635,180.0,top
_247,30.04465,-176.58465,0.0,top
_246,196.287675,-397.83635,180.0,top
_245,20.13865,-153.72465,0.0,top
_244,194.981325,-170.434,0.0,top
_243,334.826325,-97.663,0.0,top
_242,27.45,-85.09,0.0,top
_241,384.665,-409.62965,180.0,top
_240,162.596325,-176.657,0.0,top
_239,83.239325,-269.367,0.0,top
_238,335.897,-396.16765,180.0,top
_237,299.774325,-85.27165,0.0,top
_236,132.787675,-432.562,180.0,top
_235,302.768,-249.682,180.0,top
_234,422.32935,-318.84235,180.0,top
_233,258.172675,-81.5517,0.0,top
_232,194.926675,-91.51235,0.0,top
_231,83.366325,-238.506,0.0,top
_230,162.523675,-61.92135,0.0,top
_229,125.421675,-409.702,180.0,top
_228,258.408675,-317.93565,180.0,top
_227,258.227325,-183.20635,0.0,top
_226,181.628,-245.745,0.0,top
_225,309.607975,-176.7663,0.0,top
_224,335.84235,-304.673,180.0,top
_223,384.665,-421.18665,180.0,top
_222,55.31765,-176.45765,0.0,top
_221,41.83735,-318.33435,180.0,top
_220,228.309675,-62.1207,0.0,top
_219,146.213325,-165.608,0.0,top
_218,132.987025,-313.76235,180.0,top
_217,231.902,-273.177,0.0,top
_216,258.172675,-71.5187,0.0,top
_215,321.709325,-409.62965,180.0,top
_214,83.33,-62.42935,0.0,top
_213,335.84235,-342.646,180.0,top
_212,288.126975,-153.5253,0.0,top
_211,247.142,-224.917,0.0,top
_210,447.98335,-314.27035,180.0,top
_209,228.364325,-153.61535,0.0,top
_208,118.69065,-153.543,0.0,top
_207,384.628675,-237.49,180.0,top
_206,397.96365,-165.91665,0.0,top
_205,196.160675,-409.52035,180.0,top
_204,84.146675,-406.019,180.0,top
_203,184.131675,-62.04835,0.0,top
_202,349.232,-433.25165,180.0,top
_201,356.598,-410.13765,180.0,top
_200,244.892325,-153.74235,0.0,top
_199,372.799325,-85.471,0.0,top
_198,132.787675,-440.182,180.0,top
_197,247.142,-273.177,0.0,top
_196,398.036,-62.738,0.0,top
_195,84.092025,-322.14435,180.0,top
_194,419.15435,-341.95635,180.0,top
_193,383.775975,-170.74265,0.0,top
_192,368.3,-433.37865,180.0,top
_191,84.092025,-304.36435,180.0,top
_190,111.941325,-245.745,0.0,top
_189,361.115325,-62.357,0.0,top
_188,196.233025,-306.3417,180.0,top
_187,132.007325,-275.209,0.0,top
_186,383.721325,-79.248,0.0,top
_185,349.195675,-249.555,180.0,top
_184,19.957,-77.851,0.0,top
_183,407.99665,-177.09265,0.0,top
_182,147.392675,-423.87135,180.0,top
_181,46.17365,-153.34365,0.0,top
_180,433.39665,-153.85165,0.0,top
_179,116.531675,-409.829,180.0,top
_178,83.239325,-250.19,0.0,top
_177,437.82335,-318.71535,180.0,top
_176,335.007975,-158.29665,0.0,top
_175,302.731675,-318.643,180.0,top
_174,209.640675,-324.66665,180.0,top
_173,118.545325,-268.859,0.0,top
_172,68.725,-81.153,0.0,top
_171,383.775975,-163.12265,0.0,top
_170,365.705675,-226.441,180.0,top
_169,257.302,-224.917,0.0,top
_168,118.672325,-245.745,0.0,top
_167,167.458675,-433.14235,180.0,top
_166,181.519325,-176.657,0.0,top
_165,170.633675,-410.02835,180.0,top
_164,51.036,-409.829,180.0,top
_163,194.926675,-71.31935,0.0,top
_162,223.157325,-409.9383,180.0,top
_161,84.146675,-423.672,180.0,top
_160,62.466,-409.702,180.0,top
_159,99.586,-85.16235,0.0,top
_158,416.86865,-153.72465,0.0,top
_157,370.440975,-153.85165,0.0,top
_156,69.832,-440.182,180.0,top
_155,297.869325,-62.15765,0.0,top
_154,247.377675,-62.2477,0.0,top
_153,116.549675,-433.07,180.0,top
_152,84.146675,-395.859,180.0,top
_151,293.587675,-318.643,180.0,top
_150,181.501,-268.859,0.0,top
_149,244.765325,-176.85635,0.0,top
_148,258.281675,-348.79665,180.0,top
_147,384.755675,-221.869,180.0,top
_146,286.403325,-410.13765,180.0,top
_145,68.77965,-190.42765,0.0,top
_144,147.392675,-413.83835,180.0,top
_143,36.322,-61.722,0.0,top
_142,399.08835,-335.22535,180.0,top
_141,384.628675,-245.11,180.0,top
_140,242.080325,-409.9383,180.0,top
_139,300.463975,-153.6523,0.0,top
_138,271.761975,-177.2743,0.0,top
_137,399.143,-426.72,180.0,top
_136,147.338025,-342.5367,180.0,top
_135,305.344325,-433.37865,180.0,top
_134,83.33,-54.80935,0.0,top
_133,83.13065,-181.229,0.0,top
_132,57.93,-61.849,0.0,top
_131,234.442,-273.177,0.0,top
_130,196.033675,-432.76135,180.0,top
_129,252.222,-224.917,0.0,top
_128,288.144975,-176.7663,0.0,top
_127,21.13635,-332.17735,180.0,top
_126,321.709325,-428.80665,180.0,top
_125,226.822,-273.177,0.0,top
_124,258.463325,-417.0503,180.0,top
_123,21.191,-406.019,180.0,top
_122,228.382325,-176.85635,0.0,top
_121,51.054,-433.07,180.0,top
_120,384.628675,-225.933,180.0,top
_119,209.459325,-158.18735,0.0,top
_118,258.463325,-420.9873,180.0,top
_117,440.36335,-318.71535,180.0,top
_116,353.858325,-62.23,0.0,top
_115,209.640675,-304.47365,180.0,top
_114,68.725,-98.933,0.0,top
_113,41.892,-409.829,180.0,top
_112,122.827025,-318.20735,180.0,top
_111,132.007325,-255.016,0.0,top
_110,194.963,-272.669,0.0,top
_109,171.722,-268.859,0.0,top
_108,239.558325,-433.1793,180.0,top
_107,356.561675,-226.441,180.0,top
_106,99.622325,-268.859,0.0,top
_105,424.12565,-153.85165,0.0,top
_104,358.466675,-249.555,180.0,top
_103,384.61035,-318.135,180.0,top
_102,133.041675,-405.257,180.0,top
_101,131.971,-78.93935,0.0,top
_100,146.322,-246.126,0.0,top
_99,95.068675,-409.829,180.0,top
_98,57.98465,-153.34365,0.0,top
_97,365.68735,-318.643,180.0,top
_96,165.136325,-176.657,0.0,top
_95,358.503,-433.25165,180.0,top
_94,272.941325,-396.16765,180.0,top
_93,147.338025,-322.3437,180.0,top
_92,452.12,-221.234,0.0,top
_91,272.941325,-434.14065,180.0,top
_90,412.605,-410.337,180.0,top
_89,258.336325,-440.2913,180.0,top
_88,132.914675,-409.321,180.0,top
_87,147.392675,-426.41135,180.0,top
_86,209.531675,-62.6287,0.0,top
_85,252.222,-273.177,0.0,top
_84,209.459325,-177.36435,0.0,top
_83,84.146675,-403.479,180.0,top
_82,370.313975,-176.96565,0.0,top
_81,196.106025,-325.6457,180.0,top
_80,20.01165,-157.78865,0.0,top
_79,365.76,-433.37865,180.0,top
_78,194.926675,-81.35235,0.0,top
_77,131.971,-61.15935,0.0,top
_76,68.725,-88.773,0.0,top
_75,320.475325,-61.26865,0.0,top
_74,421.749,-433.451,180.0,top
_73,169.998675,-433.14235,180.0,top
_72,335.080325,-62.738,0.0,top
_71,209.695325,-413.7483,180.0,top
_70,104.793025,-318.33435,180.0,top
_69,222.758,-224.917,0.0,top
_68,359.08335,-318.643,180.0,top
_67,102.162325,-268.859,0.0,top
_66,102.18065,-176.657,0.0,top
_65,20.084,-62.23,0.0,top
_64,363.074975,-176.96565,0.0,top
_63,162.541675,-85.16235,0.0,top
_62,146.158675,-85.67035,0.0,top
_61,399.08835,-315.03235,180.0,top
_60,452.12,-207.772,0.0,top
_59,335.134975,-146.61265,0.0,top
_58,121.10365,-176.657,0.0,top
_57,271.834325,-54.91865,0.0,top
_56,440.418,-410.21,180.0,top
_55,353.876325,-85.471,0.0,top
_54,349.322675,-226.441,180.0,top
_53,283.681675,-341.757,180.0,top
_52,286.348675,-318.643,180.0,top
_51,68.725,-71.12,0.0,top
_50,286.221675,-341.757,180.0,top
_49,186.127675,-409.90135,180.0,top
_48,177.183025,-318.5337,180.0,top
_47,435.80965,-176.96565,0.0,top
_46,194.926675,-99.13235,0.0,top
_45,68.77965,-152.45465,0.0,top
_44,399.08835,-325.06535,180.0,top
_43,311.64,-226.314,180.0,top
_42,19.957,-66.294,0.0,top
_41,248.430325,-409.8113,180.0,top
_40,68.725,-78.74,0.0,top
_39,258.408675,-329.49265,180.0,top
_38,335.007975,-165.91665,0.0,top
_37,174.860675,-62.04835,0.0,top
_36,186.073025,-318.4067,180.0,top
_35,383.775975,-183.31565,0.0,top
_34,57.803,-84.963,0.0,top
_33,45.484,-84.963,0.0,top
_32,209.640675,-312.09365,180.0,top
_31,307.013325,-85.27165,0.0,top
_30,209.404675,-85.8697,0.0,top
_29,209.586325,-154.12335,0.0,top
_28,446.73165,-152.96265,0.0,top
_27,399.08835,-312.49235,180.0,top
_26,272.886675,-332.486,180.0,top
_25,450.088,-286.258,90.0,top
_24,196.106025,-329.5827,180.0,top
_23,409.88335,-341.95635,180.0,top
_22,21.13635,-304.36435,180.0,top
_21,146.340325,-146.304,0.0,top
_20,184.041,-268.859,0.0,top
_19,239.540325,-409.9383,180.0,top
_18,296.146,-226.441,180.0,top
_17,334.953325,-66.802,0.0,top
_16,272.941325,-423.98065,180.0,top
_15,132.02565,-183.007,0.0,top
_14,383.721325,-91.821,0.0,top
_13,272.886675,-314.833,180.0,top
_12,106.752675,-432.943,180.0,top
_11,146.195,-250.19,0.0,top
_10,147.338025,-334.9167,180.0,top
_9,68.77965,-160.07465,0.0,top
_8,194.981325,-160.274,0.0,top
_7,83.25765,-177.165,0.0,top
_6,177.255675,-433.26935,180.0,top
_5,416.88665,-176.96565,0.0,top
_4,249.682,-224.917,0.0,top
_3,168.039025,-318.5337,180.0,top
_2,194.963,-265.049,0.0,top
,321.709325,-421.18665,180.0,top
74HC00N_32,127.217675,-472.313,180.0,top
74HC00N_31,442.15935,-381.32635,180.0,top
74HC00N_30,316.012325,-472.62165,180.0,top
74HC00N_29,378.91335,-381.127,180.0,top
74HC00N_28,190.463675,-472.51235,180.0,top
74HC00N_27,340.704975,-114.48165,0.0,top
74HC00N_26,151.910325,-114.173,0.0,top
74HC00N_25,88.95465,-114.173,0.0,top
74HC00N_24,25.70865,-113.97365,0.0,top
74HC00N_23,151.892,-206.375,0.0,top
74HC00N_22,25.654,-22.479,0.0,top
74HC00N_21,277.404325,-22.78765,0.0,top
74HC00N_20,252.766325,-472.4223,180.0,top
74HC00N_19,64.262,-472.313,180.0,top
74HC00N_18,151.855675,-22.67835,0.0,top
74HC00N_17,215.101675,-22.8777,0.0,top
74HC00N_16,315.957675,-381.127,180.0,top
74HC00N_15,378.968,-472.62165,180.0,top
74HC00N_14,252.711675,-380.92765,180.0,top
74HC00N_13,88.9,-22.67835,0.0,top
74HC00N_12,215.156325,-114.37235,0.0,top
74HC00N_11,64.20735,-380.81835,180.0,top
74HC00N_10,190.409025,-381.0177,180.0,top
74HC00N_9,340.650325,-22.987,0.0,top
74HC00N_8,403.66065,-114.48165,0.0,top
74HC00N_7,403.606,-22.987,0.0,top
74HC00N_6,127.163025,-380.81835,180.0,top
74HC00N_5,378.931675,-288.925,180.0,top
74HC00N_4,277.458975,-114.2823,0.0,top
74HC00N_3,315.976,-288.925,180.0,top
74HC00N_2,442.214,-472.821,180.0,top
74HC00N,88.936325,-206.375,0.0,top
74HC04N_32,88.95465,-134.493,0.0,top
74HC04N_31,378.968,-452.30165,180.0,top
74HC04N_30,88.9,-42.99835,0.0,top
74HC04N_29,215.101675,-43.1977,0.0,top
74HC04N_28,190.409025,-360.6977,180.0,top
74HC04N_27,64.262,-451.993,180.0,top
74HC04N_26,25.70865,-134.29365,0.0,top
74HC04N_25,403.66065,-134.80165,0.0,top
74HC04N_24,252.711675,-360.60765,180.0,top
74HC04N_23,190.463675,-452.19235,180.0,top
74HC04N_22,315.976,-268.605,180.0,top
74HC04N_21,127.163025,-360.49835,180.0,top
74HC04N_20,340.650325,-43.307,0.0,top
74HC04N_19,316.012325,-452.30165,180.0,top
74HC04N_18,442.15935,-361.00635,180.0,top
74HC04N_17,151.855675,-42.99835,0.0,top
74HC04N_16,340.704975,-134.80165,0.0,top
74HC04N_15,151.892,-226.695,0.0,top
74HC04N_14,315.957675,-360.807,180.0,top
74HC04N_13,151.910325,-134.493,0.0,top
74HC04N_12,277.458975,-134.6023,0.0,top
74HC04N_11,25.654,-42.799,0.0,top
74HC04N_10,215.156325,-134.69235,0.0,top
74HC04N_9,378.931675,-268.605,180.0,top
74HC04N_8,403.606,-43.307,0.0,top
74HC04N_7,378.91335,-360.807,180.0,top
74HC04N_6,88.936325,-226.695,0.0,top
74HC04N_5,277.404325,-43.10765,0.0,top
74HC04N_4,64.20735,-360.49835,180.0,top
74HC04N_3,127.217675,-451.993,180.0,top
74HC04N_2,442.214,-452.501,180.0,top
74HC04N,252.766325,-452.1023,180.0,top
74HC138_4,58.42,-208.407,0.0,top
74HC138_3,23.622,-208.534,0.0,top
74HC138_2,412.115,-286.385,180.0,top
74HC138,450.088,-286.258,180.0,top
74HC245_32,290.158975,-123.1723,90.0,top
74HC245_31,114.517675,-463.423,270.0,top
74HC245_30,303.312325,-463.73165,270.0,top
74HC245_29,416.306,-31.877,90.0,top
74HC245_28,303.257675,-372.237,270.0,top
74HC245_27,366.231675,-280.035,270.0,top
74HC245_26,101.65465,-123.063,90.0,top
74HC245_25,101.636325,-215.265,90.0,top
74HC245_24,290.104325,-31.67765,90.0,top
74HC245_23,353.404975,-123.37165,90.0,top
74HC245_22,227.801675,-31.7677,90.0,top
74HC245_21,177.763675,-463.62235,270.0,top
74HC245_20,51.562,-463.423,270.0,top
74HC245_19,227.856325,-123.26235,90.0,top
74HC245_18,38.40865,-122.86365,90.0,top
74HC245_17,164.610325,-123.063,90.0,top
74HC245_16,366.21335,-372.237,270.0,top
74HC245_15,429.514,-463.931,270.0,top
74HC245_14,164.555675,-31.56835,90.0,top
74HC245_13,38.354,-31.369,90.0,top
74HC245_12,429.45935,-372.43635,270.0,top
74HC245_11,240.011675,-372.03765,270.0,top
74HC245_10,51.50735,-371.92835,270.0,top
74HC245_9,303.276,-280.035,270.0,top
74HC245_8,416.36065,-123.37165,90.0,top
74HC245_7,114.463025,-371.92835,270.0,top
74HC245_6,101.6,-31.56835,90.0,top
74HC245_5,164.592,-215.265,90.0,top
74HC245_4,240.066325,-463.5323,270.0,top
74HC245_3,366.268,-463.73165,270.0,top
74HC245_2,177.709025,-372.1277,270.0,top
74HC245,353.350325,-31.877,90.0,top
74HC273_32,164.610325,-135.763,90.0,top
74HC273_31,177.763675,-450.92235,270.0,top
74HC273_30,114.517675,-450.723,270.0,top
74HC273_29,290.104325,-44.37765,90.0,top
74HC273_28,416.306,-44.577,90.0,top
74HC273_27,240.066325,-450.8323,270.0,top
74HC273_26,366.21335,-359.537,270.0,top
74HC273_25,101.65465,-135.763,90.0,top
74HC273_24,227.856325,-135.96235,90.0,top
74HC273_23,164.555675,-44.26835,90.0,top
74HC273_22,101.6,-44.26835,90.0,top
74HC273_21,240.011675,-359.33765,270.0,top
74HC273_20,227.801675,-44.4677,90.0,top
74HC273_19,51.562,-450.723,270.0,top
74HC273_18,366.231675,-267.335,270.0,top
74HC273_17,303.257675,-359.537,270.0,top
74HC273_16,177.709025,-359.4277,270.0,top
74HC273_15,38.40865,-135.56365,90.0,top
74HC273_14,353.404975,-136.07165,90.0,top
74HC273_13,429.45935,-359.73635,270.0,top
74HC273_12,366.268,-451.03165,270.0,top
74HC273_11,164.592,-227.965,90.0,top
74HC273_10,51.50735,-359.22835,270.0,top
74HC273_9,353.350325,-44.577,90.0,top
74HC273_8,303.276,-267.335,270.0,top
74HC273_7,101.636325,-227.965,90.0,top
74HC273_6,114.463025,-359.22835,270.0,top
74HC273_5,38.354,-44.069,90.0,top
74HC273_4,429.514,-451.231,270.0,top
74HC273_3,416.36065,-136.07165,90.0,top
74HC273_2,303.312325,-451.03165,270.0,top
74HC273,290.158975,-135.8723,90.0,top
D1_64,315.92135,-315.087,180.0,top
D1_63,64.171025,-314.77835,180.0,top
D1_62,88.97265,-272.415,0.0,top
D1_61,378.931675,-246.18065,180.0,top
D1_60,190.409025,-338.27335,180.0,top
D1_59,403.66065,-157.226,0.0,top
D1_58,252.766325,-429.67795,180.0,top
D1_57,215.19265,-180.41235,0.0,top
D1_56,88.9,-65.4227,0.0,top
D1_55,315.939675,-222.885,180.0,top
D1_54,64.20735,-338.074,180.0,top
D1_53,403.696975,-180.52165,0.0,top
D1_52,25.744975,-180.01365,0.0,top
D1_51,88.990975,-180.213,0.0,top
D1_50,378.968,-429.8773,180.0,top
D1_49,315.976,-246.18065,180.0,top
D1_48,25.70865,-156.718,0.0,top
D1_47,442.214,-430.07665,180.0,top
D1_46,442.123025,-315.28635,180.0,top
D1_45,151.892,-88.71835,0.0,top
D1_44,127.1267,-314.77835,180.0,top
D1_43,127.18135,-406.273,180.0,top
D1_42,215.156325,-157.1167,0.0,top
D1_41,151.892,-249.11935,0.0,top
D1_40,378.931675,-406.58165,180.0,top
D1_39,190.42735,-406.47235,180.0,top
D1_38,25.690325,-88.519,0.0,top
D1_37,340.650325,-65.73135,0.0,top
D1_36,403.642325,-89.027,0.0,top
D1_35,252.67535,-314.88765,180.0,top
D1_34,316.012325,-429.8773,180.0,top
D1_33,442.15935,-338.582,180.0,top
D1_32,151.855675,-65.4227,0.0,top
D1_31,190.463675,-429.768,180.0,top
D1_30,403.606,-65.73135,0.0,top
D1_29,277.4953,-180.3223,0.0,top
D1_28,151.928325,-272.415,0.0,top
D1_27,127.163025,-338.074,180.0,top
D1_26,151.94665,-180.213,0.0,top
D1_25,64.225675,-406.273,180.0,top
D1_24,442.177675,-406.781,180.0,top
D1_23,64.262,-429.56865,180.0,top
D1_22,277.44065,-88.82765,0.0,top
D1_21,252.711675,-338.1833,180.0,top
D1_20,340.7413,-180.52165,0.0,top
D1_19,127.217675,-429.56865,180.0,top
D1_18,215.101675,-65.62205,0.0,top
D1_17,277.404325,-65.532,0.0,top
D1_16,25.654,-65.22335,0.0,top
D1_15,88.95465,-156.91735,0.0,top
D1_14,378.91335,-338.38265,180.0,top
D1_13,315.957675,-338.38265,180.0,top
D1_12,378.877025,-315.087,180.0,top
D1_11,190.3727,-314.9777,180.0,top
D1_10,378.89535,-222.885,180.0,top
D1_9,252.73,-406.3823,180.0,top
D1_8,88.936325,-88.71835,0.0,top
D1_7,340.704975,-157.226,0.0,top
D1_6,340.68665,-89.027,0.0,top
D1_5,88.936325,-249.11935,0.0,top
D1_4,151.910325,-156.91735,0.0,top
D1_3,277.458975,-157.02665,0.0,top
D1_2,215.138,-88.9177,0.0,top
D1,315.976,-406.58165,180.0,top
D2_64,117.7827,-314.77835,180.0,top
D2_63,35.088975,-180.01365,0.0,top
D2_62,306.632,-246.18065,180.0,top
D2_61,286.8393,-180.3223,0.0,top
D2_60,161.254325,-156.91735,0.0,top
D2_59,432.87,-430.07665,180.0,top
D2_58,35.05265,-156.718,0.0,top
D2_57,349.994325,-65.73135,0.0,top
D2_56,369.587675,-406.58165,180.0,top
D2_55,350.03065,-89.027,0.0,top
D2_54,54.86335,-338.074,180.0,top
D2_53,306.668325,-429.8773,180.0,top
D2_52,161.29065,-180.213,0.0,top
D2_51,412.986325,-89.027,0.0,top
D2_50,412.95,-65.73135,0.0,top
D2_49,243.422325,-429.67795,180.0,top
D2_48,54.918,-429.56865,180.0,top
D2_47,161.272325,-272.415,0.0,top
D2_46,286.802975,-157.02665,0.0,top
D2_45,161.199675,-65.4227,0.0,top
D2_44,224.445675,-65.62205,0.0,top
D2_43,98.334975,-180.213,0.0,top
D2_42,161.236,-88.71835,0.0,top
D2_41,181.065025,-338.27335,180.0,top
D2_40,306.595675,-222.885,180.0,top
D2_39,181.0287,-314.9777,180.0,top
D2_38,181.119675,-429.768,180.0,top
D2_37,243.367675,-338.1833,180.0,top
D2_36,306.632,-406.58165,180.0,top
D2_35,243.33135,-314.88765,180.0,top
D2_34,117.83735,-406.273,180.0,top
D2_33,224.53665,-180.41235,0.0,top
D2_32,34.998,-65.22335,0.0,top
D2_31,413.040975,-180.52165,0.0,top
D2_30,98.31665,-272.415,0.0,top
D2_29,98.29865,-156.91735,0.0,top
D2_28,117.873675,-429.56865,180.0,top
D2_27,432.779025,-315.28635,180.0,top
D2_26,224.482,-88.9177,0.0,top
D2_25,224.500325,-157.1167,0.0,top
D2_24,369.624,-429.8773,180.0,top
D2_23,161.236,-249.11935,0.0,top
D2_22,306.613675,-338.38265,180.0,top
D2_21,35.034325,-88.519,0.0,top
D2_20,350.0853,-180.52165,0.0,top
D2_19,98.244,-65.4227,0.0,top
D2_18,413.00465,-157.226,0.0,top
D2_17,369.55135,-222.885,180.0,top
D2_16,432.81535,-338.582,180.0,top
D2_15,350.048975,-157.226,0.0,top
D2_14,98.280325,-249.11935,0.0,top
D2_13,243.386,-406.3823,180.0,top
D2_12,369.533025,-315.087,180.0,top
D2_11,54.827025,-314.77835,180.0,top
D2_10,306.57735,-315.087,180.0,top
D2_9,181.08335,-406.47235,180.0,top
D2_8,369.587675,-246.18065,180.0,top
D2_7,432.833675,-406.781,180.0,top
D2_6,117.819025,-338.074,180.0,top
D2_5,286.748325,-65.532,0.0,top
D2_4,54.881675,-406.273,180.0,top
D2_3,369.56935,-338.38265,180.0,top
D2_2,286.78465,-88.82765,0.0,top
D2,98.280325,-88.71835,0.0,top
D3_64,107.623325,-249.11935,0.0,top
D3_63,107.587,-65.4227,0.0,top
D3_62,170.63365,-180.213,0.0,top
D3_61,296.1823,-180.3223,0.0,top
D3_60,360.281,-429.8773,180.0,top
D3_59,297.23435,-315.087,180.0,top
D3_58,108.476025,-338.074,180.0,top
D3_57,359.37365,-89.027,0.0,top
D3_56,107.677975,-180.213,0.0,top
D3_55,359.337325,-65.73135,0.0,top
D3_54,359.391975,-157.226,0.0,top
D3_53,45.575,-429.56865,180.0,top
D3_52,233.825,-88.9177,0.0,top
D3_51,170.579,-249.11935,0.0,top
D3_50,170.579,-88.71835,0.0,top
D3_49,45.538675,-406.273,180.0,top
D3_48,233.87965,-180.41235,0.0,top
D3_47,108.530675,-429.56865,180.0,top
D3_46,422.293,-65.73135,0.0,top
D3_45,234.079325,-429.67795,180.0,top
D3_44,360.244675,-406.58165,180.0,top
D3_43,423.527,-430.07665,180.0,top
D3_42,108.4397,-314.77835,180.0,top
D3_41,171.6857,-314.9777,180.0,top
D3_40,422.329325,-89.027,0.0,top
D3_39,233.788675,-65.62205,0.0,top
D3_38,170.597325,-156.91735,0.0,top
D3_37,233.843325,-157.1167,0.0,top
D3_36,45.52035,-338.074,180.0,top
D3_35,297.325325,-429.8773,180.0,top
D3_34,423.47235,-338.582,180.0,top
D3_33,107.623325,-88.71835,0.0,top
D3_32,108.49435,-406.273,180.0,top
D3_31,360.244675,-246.18065,180.0,top
D3_30,170.542675,-65.4227,0.0,top
D3_29,296.145975,-157.02665,0.0,top
D3_28,360.190025,-315.087,180.0,top
D3_27,171.722025,-338.27335,180.0,top
D3_26,44.377325,-88.519,0.0,top
D3_25,234.043,-406.3823,180.0,top
D3_24,107.64165,-156.91735,0.0,top
D3_23,44.431975,-180.01365,0.0,top
D3_22,233.98835,-314.88765,180.0,top
D3_21,44.341,-65.22335,0.0,top
D3_20,296.091325,-65.532,0.0,top
D3_19,423.490675,-406.781,180.0,top
D3_18,360.22635,-338.38265,180.0,top
D3_17,359.4283,-180.52165,0.0,top
D3_16,171.74035,-406.47235,180.0,top
D3_15,44.39565,-156.718,0.0,top
D3_14,297.252675,-222.885,180.0,top
D3_13,360.20835,-222.885,180.0,top
D3_12,297.289,-246.18065,180.0,top
D3_11,422.383975,-180.52165,0.0,top
D3_10,170.615325,-272.415,0.0,top
D3_9,234.024675,-338.1833,180.0,top
D3_8,45.484025,-314.77835,180.0,top
D3_7,423.436025,-315.28635,180.0,top
D3_6,297.289,-406.58165,180.0,top
D3_5,297.270675,-338.38265,180.0,top
D3_4,296.12765,-88.82765,0.0,top
D3_3,107.65965,-272.415,0.0,top
D3_2,422.34765,-157.226,0.0,top
D3,171.776675,-429.768,180.0,top
D4_64,287.945,-406.58165,180.0,top
D4_63,414.146675,-406.781,180.0,top
D4_62,99.132025,-338.074,180.0,top
D4_61,287.908675,-222.885,180.0,top
D4_60,53.73965,-156.718,0.0,top
D4_59,116.931,-65.4227,0.0,top
D4_58,116.967325,-88.71835,0.0,top
D4_57,116.967325,-249.11935,0.0,top
D4_56,179.923,-88.71835,0.0,top
D4_55,162.432675,-429.768,180.0,top
D4_54,99.0957,-314.77835,180.0,top
D4_53,414.12835,-338.582,180.0,top
D4_52,179.941325,-156.91735,0.0,top
D4_51,350.846025,-315.087,180.0,top
D4_50,368.735975,-157.226,0.0,top
D4_49,368.681325,-65.73135,0.0,top
D4_48,305.47165,-88.82765,0.0,top
D4_47,179.886675,-65.4227,0.0,top
D4_46,116.98565,-156.91735,0.0,top
D4_45,36.231,-429.56865,180.0,top
D4_44,36.194675,-406.273,180.0,top
D4_43,287.981325,-429.8773,180.0,top
D4_42,287.945,-246.18065,180.0,top
D4_41,224.735325,-429.67795,180.0,top
D4_40,431.637,-65.73135,0.0,top
D4_39,224.699,-406.3823,180.0,top
D4_38,431.727975,-180.52165,0.0,top
D4_37,224.64435,-314.88765,180.0,top
D4_36,305.5263,-180.3223,0.0,top
D4_35,162.378025,-338.27335,180.0,top
D4_34,287.926675,-338.38265,180.0,top
D4_33,53.721325,-88.519,0.0,top
D4_32,414.183,-430.07665,180.0,top
D4_31,224.680675,-338.1833,180.0,top
D4_30,53.775975,-180.01365,0.0,top
D4_29,117.00365,-272.415,0.0,top
D4_28,368.71765,-89.027,0.0,top
D4_27,350.937,-429.8773,180.0,top
D4_26,162.39635,-406.47235,180.0,top
D4_25,243.132675,-65.62205,0.0,top
D4_24,414.092025,-315.28635,180.0,top
D4_23,53.685,-65.22335,0.0,top
D4_22,305.489975,-157.02665,0.0,top
D4_21,305.435325,-65.532,0.0,top
D4_20,36.17635,-338.074,180.0,top
D4_19,179.959325,-272.415,0.0,top
D4_18,350.900675,-246.18065,180.0,top
D4_17,368.7723,-180.52165,0.0,top
D4_16,117.021975,-180.213,0.0,top
D4_15,243.169,-88.9177,0.0,top
D4_14,99.15035,-406.273,180.0,top
D4_13,287.89035,-315.087,180.0,top
D4_12,179.923,-249.11935,0.0,top
D4_11,179.97765,-180.213,0.0,top
D4_10,431.673325,-89.027,0.0,top
D4_9,243.187325,-157.1167,0.0,top
D4_8,350.88235,-338.38265,180.0,top
D4_7,350.900675,-406.58165,180.0,top
D4_6,243.22365,-180.41235,0.0,top
D4_5,431.69165,-157.226,0.0,top
D4_4,350.86435,-222.885,180.0,top
